,abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
3946,福达合金,208856.43,13544.52,603045,13544.52,208856.43
3947,浙江黎明,260271.36,14688.0,603048,14688.0,260271.36
3948,科林电气,623128.15,40331.92,603050,40331.92,623128.15
3949,鹿山新材,275263.52,10426.2,603051,10462.32,274313.2
3950,可川科技,501095.17,4096.4,603052,13484.8,152222.22
3951,成都燃气,866667.75,88889.0,603053,88889.0,866667.75
3952,台华新材,880499.41,88545.26,603055,89029.26,875712.65
3953,德邦股份,1340037.42,101981.54,603056,101981.54,1340037.42
3954,紫燕食品,934157.43,6806.19,603057,41426.05,153479.64
3955,永吉股份,332551.14,41883.72,603058,41988.78,331719.03
3956,倍加洁,231835.6,10044.87,603059,10044.87,231835.6
3957,国检集团,511298.56,80392.85,603060,80392.85,511298.56
3958,金海通,491280.0,4182.63,603061,6000.0,342474.02
3959,麦加芯彩,526932.0,3788.64,603062,10800.0,184847.75
3960,禾望电气,1403327.91,45312.49,603063,45312.49,1403327.91
3961,宿迁联盛,339363.73,19667.35,603065,41896.76,159305.5
3962,音飞储存,328010.78,29418.01,603066,29418.01,328010.78
3963,振华股份,1141740.39,50902.38,603067,50902.38,1141740.39
3964,博通集成,499711.74,15042.5,603068,15042.5,499711.74
3965,海汽集团,575120.0,31600.0,603069,31600.0,575120.0
3966,万控智造,513681.0,39541.69,603070,40100.0,506529.06
3967,物产环能,703580.55,55795.44,603071,55795.44,703580.55
3968,天和磁材,1419976.44,6474.56,603072,26428.0,347878.25
3969,彩蝶实业,188036.0,5089.28,603073,11600.0,82497.31
3970,热威股份,823217.9,4001.0,603075,40255.15,81820.45
3971,乐惠国际,288476.21,12070.13,603076,12070.13,288476.21
3972,和邦生物,1527806.29,883125.02,603077,883125.02,1527806.29
3973,江化微,746593.71,38563.72,603078,38563.72,746593.71
3974,圣达生物,292904.31,17118.9,603079,17118.9,292904.31
3975,新疆火炬,243380.0,14150.0,603080,14150.0,243380.0
3976,大丰实业,485416.32,43339.29,603081,43652.55,481932.87
3977,北自科技,637554.24,4055.69,603082,16222.75,159388.62
3978,剑桥科技,1045095.14,26801.98,603083,26804.18,1045009.36
3979,天成自控,461033.1,37022.54,603085,39710.0,429831.73
3980,先达股份,408724.35,43481.31,603086,43481.31,408724.35
3981,甘李药业,3083464.94,55391.78,603087,60106.53,2841598.36
3982,宁波精达,448380.76,43559.31,603088,43787.18,446047.32
3983,正裕工业,253272.27,22373.88,603089,22373.88,253272.27
3984,宏盛股份,244700.0,10000.0,603090,10000.0,244700.0
3985,众鑫股份,455678.3,2044.78,603091,10223.88,91135.67
3986,南华期货,752821.31,61006.59,603093,61006.59,752821.31
3987,越剑智能,435204.0,18480.0,603095,18480.0,435204.0
3988,新经典,275000.33,15423.46,603096,15423.46,275000.33
3989,江苏华辰,362250.3,4000.0,603097,16443.5,88120.0
3990,森特股份,542398.48,53880.0,603098,53970.0,541493.98
3991,长白山,857877.39,26667.0,603099,26667.0,857877.39
3992,川仪股份,1072685.15,51004.56,603100,51324.65,1065995.22
3993,汇嘉时代,370675.2,47040.0,603101,47040.0,370675.2
3994,百合股份,260544.0,3586.45,603102,6400.0,146004.2
3995,横店影视,967789.2,63420.0,603103,63420.0,967789.2
3996,芯能科技,416005.36,50000.64,603105,50000.64,416005.36
3997,恒银科技,422141.72,52052.0,603106,52052.0,422141.72
3998,上海汽配,535350.64,21817.4,603107,33733.5,346242.13
3999,润达医疗,1107698.53,60365.04,603108,60365.04,1107698.53
4000,神驰机电,487869.77,20884.84,603109,20884.84,487869.77
4001,东方材料,357579.9,20122.67,603110,20122.67,357579.9
4002,康尼机电,564244.34,84570.47,603111,86806.82,549708.07
4003,华翔股份,824581.71,47408.89,603112,50837.34,768972.19
4004,金能科技,539297.71,84795.24,603113,84795.24,539297.71
4005,海星股份,332248.8,23920.0,603115,23920.0,332248.8
4006,红蜻蜓,324977.25,57620.08,603116,57620.08,324977.25
4007,万林物流,379292.17,59919.77,603117,59919.77,379292.17
4008,共进股份,759721.73,78727.64,603118,78727.64,759721.73
4009,浙江荣泰,1586279.52,20387.95,603119,36374.21,889118.43
4010,肯特催化,330050.4,2214.38,603120,9040.0,80847.09
4011,华培动力,818574.52,33853.37,603121,33853.37,818574.52
4012,合富中国,263908.9,39805.26,603122,39805.26,263908.9
4013,翠微股份,702888.27,65227.59,603123,79873.67,574002.84
4014,江南新材,617230.92,2863.75,603124,14574.52,121279.84
4015,常青科技,599995.43,6980.3,603125,27919.75,150006.65
4016,中材节能,379120.5,61050.0,603126,61050.0,379120.5
4017,昭衍新药,1208906.94,63048.21,603127,74947.73,1016967.67
4018,华贸物流,808990.73,130904.65,603128,130904.65,808990.73
4019,春风动力,2577189.31,15257.77,603129,15257.77,2577189.31
4020,云中马,373213.54,5106.34,603130,13751.42,138586.2
4021,上海沪工,564116.14,31799.11,603131,31799.11,564116.14
4022,XD金徽股,1106118.0,97800.0,603132,97800.0,1106118.0
4023,退市碳元,6066.37,20918.52,603133,20918.52,6066.37
4024,中重科技,596172.56,25265.72,603135,62953.81,239266.33
4025,天目湖,313617.11,27012.67,603136,27012.67,313617.11
4026,恒尚节能,242020.8,7373.33,603137,18293.33,97549.2
4027,海量数据,415009.12,28311.7,603138,29433.27,399194.96
4028,康惠制药,194366.48,9988.0,603139,9988.0,194366.48
4029,万朗磁塑,271066.59,5351.64,603150,8548.3,169700.44
4030,邦基科技,244776.0,8083.2,603151,16800.0,117772.22
4031,上海建科,702911.8,13500.0,603153,40986.11,231525.0
4032,新亚强,422838.53,31578.68,603155,31578.68,422838.53
4033,养元饮品,3109104.76,126027.76,603156,126027.76,3109104.76
4034,退市拉夏,32312.63,33260.3,603157,54767.16,19623.58
4035,腾龙股份,418161.01,49079.93,603158,49079.93,418161.01
4036,上海亚虹,204400.0,14000.0,603159,14000.0,204400.0
4037,汇顶科技,3314453.03,46194.47,603160,46194.47,3314453.03
4038,科华控股,230938.54,19074.88,603161,19357.8,227563.26
4039,海通发展,723914.91,27307.55,603162,91634.8,215729.64
4040,圣晖集成,282400.0,3500.28,603163,10000.0,98847.77
4041,荣晟环保,326862.9,27261.29,603165,27261.29,326862.9
4042,福达股份,1073352.57,63900.87,603166,64620.87,1061393.37
4043,渤海轮渡,421291.76,46914.45,603167,46914.45,421291.76
4044,莎普爱思,269162.3,32259.25,603168,37592.5,230976.23
4045,兰石重装,952286.72,130629.18,603169,130629.18,952286.72
4046,宝立食品,534413.36,15881.0,603170,40001.0,212170.16
4047,税友股份,1766572.79,40589.0,603171,40676.32,1762780.27
4048,万丰股份,201270.42,5008.0,603172,13338.0,75570.72
4049,福斯达,512000.0,4954.0,603173,16000.0,158528.0
4050,汇通集团,230520.11,46178.62,603176,47432.12,224428.1
4051,德创环保,170901.67,20419.2,603177,20615.4,169275.17
4052,圣龙股份,427432.68,23641.19,603178,23641.19,427432.68
4053,新泉股份,2022310.75,48730.38,603179,48730.38,2022310.75
4054,金牌家居,284604.33,15425.71,603180,15425.71,284604.33
4055,皇马科技,717036.6,58870.0,603181,58870.0,717036.6
4056,嘉华股份,213092.25,9307.87,603182,16455.0,120536.88
4057,建研院,201347.07,49715.33,603183,49715.33,201347.07
4058,弘元绿能,960816.42,67902.22,603185,67902.22,960816.42
4059,华正新材,376899.92,14201.2,603186,14201.2,376899.92
4060,海容冷链,438968.7,38641.61,603187,38641.61,438968.7
4061,亚邦股份,231489.02,57017.0,603188,57017.0,231489.02
4062,网达软件,498125.35,26954.83,603189,26954.83,498125.35
4063,亚通精工,257520.0,4051.95,603190,12000.0,86954.8
4064,望变电气,400134.06,33003.74,603191,33316.74,396374.93
4065,汇得科技,240243.54,13866.67,603192,14115.37,236010.67
4066,润本股份,1565371.53,10333.63,603193,40459.33,399808.2
4067,中力股份,1391470.0,4982.84,603194,40100.0,172904.67
4068,公牛集团,9392702.97,128646.16,603195,129215.89,9351289.64
4069,日播时尚,346950.84,23698.83,603196,23698.83,346950.84
4070,保隆科技,829607.8,21362.0,603197,21447.98,826282.28
4071,迎驾贡酒,3665600.0,80000.0,603198,80000.0,3665600.0
4072,九华旅游,409405.32,11068.0,603199,11068.0,409405.32
4073,上海洗霸,647346.1,17548.01,603200,17548.01,647346.1
4074,常润股份,280148.45,6475.93,603201,15836.54,114559.26
4075,天有为,1576640.0,3254.37,603202,16000.0,320685.15
4076,快克智能,598466.27,24915.33,603203,24915.33,598466.27
4077,健尔康,461640.0,3000.0,603205,12000.0,115410.0
4078,嘉环科技,522807.58,30520.0,603206,30520.0,522807.58
4079,小方制药,439131.51,4000.0,603207,16056.0,109400.0
4080,江山欧派,256723.2,17717.27,603208,17717.27,256723.2
4081,XD兴通股,397040.0,28000.0,603209,28000.0,397040.0
4082,泰鸿万立,719946.0,7358.76,603210,34040.0,155637.7
4083,晋拓股份,480284.74,6795.2,603211,27180.8,120071.18
4084,赛伍技术,419116.03,43749.06,603212,43749.06,419116.03
4085,镇洋发展,407847.72,43480.57,603213,43480.57,407847.72
4086,爱婴室,287886.19,13854.0,603214,13854.0,287886.19
4087,比依股份,309153.77,18722.84,603215,18850.84,307054.54
4088,梦天家居,274799.46,5669.0,603216,22269.0,69955.46
4089,元利科技,357494.5,20808.76,603217,20808.76,357494.5
4090,日月股份,1274809.21,102685.65,603218,103056.52,1270221.49
4091,富佳股份,880275.2,56140.0,603219,56140.0,880275.2
4092,中贝通信,1010051.83,43424.41,603220,43424.41,1010051.83
4093,爱丽家居,264390.98,24000.0,603221,24458.0,259440.0
4094,济民健康,315054.37,52509.06,603222,52509.06,315054.37
4095,恒通股份,628484.6,55319.04,603223,71418.7,486807.55
4096,新凤鸣,1648270.36,151177.14,603225,152476.44,1634224.93
4097,菲林格尔,263063.91,35549.18,603226,35549.18,263063.91
4098,雪峰科技,1039541.91,97407.55,603227,107169.27,944853.19
4099,景旺电子,2744356.3,92100.27,603228,93282.0,2709589.8
4100,奥翔药业,661746.82,83029.71,603229,83029.71,661746.82
4101,内蒙新华,465943.31,35352.3,603230,35352.3,465943.31
4102,索宝蛋白,320502.54,10626.6,603231,19145.91,177889.25
4103,格尔软件,313003.22,23130.07,603232,23605.07,306704.72
4104,大参林,2054481.6,113884.79,603233,113884.79,2054481.6
4105,天新药业,1174563.74,14706.52,603235,43778.0,394575.93
4106,移远通信,1971067.11,26165.77,603236,26165.77,1971067.11
4107,五芳斋,423710.53,12187.56,603237,19827.35,260448.25
4108,诺邦股份,272121.3,17750.9,603238,17750.9,272121.3
4109,浙江仙通,367367.04,27072.0,603239,27072.0,367367.04
4110,鼎际得,331817.76,6067.52,603255,13461.17,149564.49
4111,宏和科技,828703.3,87972.75,603256,87972.75,828703.3
4112,中国瑞林,640440.0,2440.02,603257,12000.0,130223.67
4113,电魂网络,510583.55,24064.24,603258,24453.24,502461.23
4114,药明康德,17056484.19,250091.64,603259,288799.26,14770412.45
4115,合盛硅业,6103734.44,118220.69,603260,118220.69,6103734.44
4116,*ST立航,137974.4,7750.5,603261,7790.76,137261.39
4117,天龙股份,399961.25,19888.68,603266,19888.68,399961.25
4118,鸿远电子,1180823.36,23108.09,603267,23108.09,1180823.36
4119,*ST松发,484755.0,12416.88,603268,12416.88,484755.0
4120,海鸥股份,262880.08,22053.7,603269,22053.7,262880.08
4121,金帝股份,597065.67,7071.67,603270,21910.67,192702.92
4122,永杰新材,730814.8,3857.04,603271,19672.0,143288.93
4123,联翔股份,181140.0,4250.2,603272,10362.7,74293.5
4124,天元智能,375048.45,5605.84,603273,21431.34,98102.2
4125,众辰科技,556704.27,4194.25,603275,14877.19,156948.7
4126,恒兴新材,275135.58,7764.95,603276,20764.95,102885.58
4127,银都股份,980123.36,42051.45,603277,42466.35,970547.47
4128,大业股份,348252.82,34175.94,603278,34175.94,348252.82
4129,景津装备,956918.62,57204.74,603279,57645.7,949598.64
4130,南方路机,271667.11,2794.17,603280,10840.67,70021.82
4131,江瀚新材,876213.33,25169.39,603281,37333.33,590725.62
4132,亚光股份,215048.74,6418.45,603282,13382.0,103144.43
4133,赛腾股份,883609.48,19500.16,603283,19991.16,861907.28
4134,键邦股份,370240.0,4000.0,603285,16000.0,92560.0
4135,XD日盈电,392565.03,11430.39,603286,11659.19,384861.34
4136,海天味业,23576946.31,556060.05,603288,556060.05,23576946.31
4137,泰瑞机器,271070.41,29336.62,603289,29336.62,271070.41
4138,斯达半导,1986911.35,23947.35,603290,23947.35,1986911.35
4139,联合水务,488819.8,12994.31,603291,42322.06,150084.25
4140,华勤技术,7401779.06,57047.68,603296,101589.06,4156494.13
4141,永新光学,982570.42,11072.91,603297,11115.05,978845.24
4142,杭叉集团,2552823.68,130981.2,603298,130981.2,2552823.68
4143,苏盐井神,758471.0,77724.75,603299,78192.89,753930.07
4144,海南华铁,2282806.14,199024.07,603300,199024.07,2282806.14
4145,振德医疗,517448.23,26645.12,603301,26645.12,517448.23
4146,得邦照明,577102.94,47694.46,603303,47694.46,577102.94
4147,旭升集团,1254559.09,95331.24,603305,95331.24,1254559.09
4148,华懋科技,1203044.07,32906.02,603306,32906.02,1203044.07
4149,扬州金泉,245443.23,1700.0,603307,6787.7,61472.0
4150,应流股份,1377085.9,67903.64,603308,67903.64,1377085.9
4151,维力医疗,346462.87,29187.14,603309,29286.8,345283.89
4152,巍华新材,629554.82,6907.2,603310,34534.0,125918.26
4153,金海高科,249565.17,23588.39,603311,23588.39,249565.17
4154,西典新能,632340.8,5252.0,603312,16160.0,205510.76
4155,梦百合,445628.36,57058.69,603313,57058.69,445628.36
4156,福鞍股份,430332.47,31372.63,603315,32042.63,421334.37
4157,诚邦股份,173092.92,26426.4,603316,26426.4,173092.92
4158,天味食品,1226875.73,106499.63,603317,106499.63,1226875.73
4159,水发燃气,299314.24,38354.46,603318,45907.09,250071.07
4160,美湖股份,911649.5,24224.98,603319,24278.28,909647.89
4161,迪贝电气,259514.39,14914.62,603320,14914.62,259514.39
4162,梅轮电梯,232399.0,30251.5,603321,30700.0,229003.86
4163,超讯通信,532485.78,15758.68,603322,15758.68,532485.78
4164,苏农银行,987250.27,183503.77,603323,183503.77,987250.27
4165,盛剑科技,361653.67,14907.41,603324,14907.41,361653.67
4166,博隆技术,622097.77,2799.6,603325,6667.0,261230.68
4167,我乐家居,283452.36,31917.69,603326,32283.87,280237.34
4168,福蓉科技,890202.84,76807.84,603327,76807.84,890202.84
4169,依顿电子,901593.68,99844.26,603328,99844.26,901593.68
4170,上海雅仕,233847.88,15875.62,603329,15875.62,233847.88
4171,天洋新材,288160.65,40671.32,603330,43267.36,270871.01
4172,百达精工,232097.63,20217.56,603331,20217.56,232097.63
4173,苏州龙杰,233222.26,21634.72,603332,21634.72,233222.26
4174,尚纬股份,345569.34,62152.76,603333,62152.76,345569.34
4175,迪生力,195233.94,42814.46,603335,42814.46,195233.94
4176,宏辉果蔬,309720.87,57038.83,603336,57038.83,309720.87
4177,杰克股份,1782240.01,47297.58,603337,47974.16,1757105.06
4178,浙江鼎力,2279578.15,50634.79,603338,50634.79,2279578.15
4179,四方科技,359261.2,30944.12,603339,30944.12,359261.2
4180,龙旗科技,1886431.58,26621.28,603341,46509.65,1079759.24
4181,星德胜,529707.86,5403.1,603344,19453.1,147126.36
4182,安井食品,2273030.3,29329.42,603345,29329.42,2273030.3
4183,文灿股份,663861.35,31447.72,603348,31447.72,663861.35
4184,安乃达,427243.05,2900.0,603350,11641.5,106430.0
4185,威尔药业,370561.47,13543.91,603351,13543.91,370561.47
4186,和顺石油,272228.58,17041.8,603353,17339.4,267556.26
4187,莱克电气,1292130.05,57113.93,603355,57351.53,1286776.74
4188,华菱精工,176142.14,13334.0,603356,13334.0,176142.14
4189,设计总院,477787.8,55560.3,603357,56078.38,473373.72
4190,华达科技,1690636.22,43904.0,603358,45953.69,1615228.16
4191,东珠生态,279256.1,44609.6,603359,44609.6,279256.1
4192,百傲化学,1423545.11,50444.55,603360,50444.55,1423545.11
4193,*ST傲农,1020361.04,159796.18,603363,260296.18,626401.04
4194,水星家纺,432885.93,25806.35,603365,26267.35,425288.65
4195,日出东方,828496.01,81304.81,603366,81304.81,828496.01
4196,辰欣药业,611670.83,45275.41,603367,45275.41,611670.83
4197,柳药集团,686843.57,39716.88,603368,39886.39,683924.69
4198,今世缘,6065682.18,124680.0,603369,124680.0,6065682.18
4199,安邦护卫,330537.64,4543.01,603373,10752.69,139652.15
4200,盛景微,345488.0,5418.96,603375,10066.67,185978.77
4201,ST东时,217319.66,71486.73,603377,71486.73,217319.66
4202,亚士创能,278159.22,42859.66,603378,42859.66,278159.22
4203,三美股份,2944340.4,61047.9,603379,61047.9,2944340.4
4204,易德龙,389872.12,16044.12,603380,16044.12,389872.12
4205,永臻股份,513897.2,5338.27,603381,23725.63,115626.91
4206,顶点软件,840854.29,20449.8,603383,20538.7,837214.89
4207,惠达卫浴,240580.26,38066.5,603385,38066.5,240580.26
4208,骏亚科技,354712.62,32632.26,603386,32632.26,354712.62
4209,基蛋生物,408765.73,50715.35,603387,50715.35,408765.73
4210,*ST元成,122475.82,32573.36,603388,32573.36,122475.82
4211,*ST亚振,195487.49,26275.2,603389,26275.2,195487.49
4212,通达电气,363277.16,34975.53,603390,35167.2,361297.19
4213,力聚热能,345982.0,2275.0,603391,9100.0,86495.5
4214,万泰生物,8189139.72,126512.28,603392,126512.28,8189139.72
4215,新天然气,1192066.77,42252.13,603393,42392.13,1188129.99
4216,红四方,892000.0,4034.96,603395,20000.0,179959.06
4217,金辰股份,342024.34,13852.75,603396,13852.75,342024.34
4218,*ST沐邦,264087.69,43364.15,603398,43364.15,264087.69
4219,永杉锂业,446835.02,51229.06,603399,51538.06,444155.99
4220,建霖家居,504862.34,44757.3,603408,44757.3,504862.34
4221,汇通控股,452069.61,3087.59,603409,12603.0,110751.84
4222,信捷电气,836894.24,13950.5,603416,14056.0,830612.77
4223,鼎信通讯,418706.31,65219.05,603421,65219.05,418706.31
4224,集友股份,509275.39,52448.55,603429,52448.55,509275.39
4225,贵州三力,494221.47,40384.02,603439,40980.22,487031.3
4226,吉比特,1724303.75,7204.11,603444,7204.11,1724303.75
4227,九洲药业,1238111.15,89523.58,603456,89523.58,1238111.15
4228,勘设股份,233573.0,30612.45,603458,30612.45,233573.0
4229,风语筑,618577.13,59478.57,603466,59478.57,618577.13
4230,巨星农牧,1025751.36,51007.03,603477,51007.03,1025751.36
4231,科沃斯,3108321.01,56920.18,603486,57529.54,3075397.29
4232,展鹏科技,228628.51,29199.04,603488,29199.04,228628.51
4233,八方股份,666731.89,23501.3,603489,23501.3,666731.89
4234,恒为科技,856879.93,32020.92,603496,32020.92,856879.93
4235,翔港科技,496903.22,21613.88,603499,21613.88,496903.22
4236,祥和实业,292601.6,33183.35,603500,33478.44,290022.45
4237,韦尔股份,15910381.92,121694.83,603501,121694.83,15910381.92
4238,金石资源,1396419.09,60477.22,603505,60477.22,1396419.09
4239,南都物业,203738.89,18777.78,603506,18777.78,203738.89
4240,振江股份,523047.11,18430.13,603507,18430.13,523047.11
4241,思维列控,994363.58,38127.44,603508,38127.44,994363.58
4242,爱慕股份,565519.27,40188.73,603511,40655.59,559025.25
4243,欧普照明,1323384.47,73502.93,603515,74514.89,1305412.06
4244,淳中科技,730667.24,20184.18,603516,20184.18,730667.24
4245,绝味食品,970209.1,60600.19,603517,60600.19,970209.1
4246,锦泓集团,283242.45,34405.29,603518,34668.6,281091.25
4247,立霸股份,341964.95,26632.78,603519,26632.78,341964.95
4248,司太立,371333.17,43840.99,603520,43840.99,371333.17
4249,众源新材,311265.72,31697.12,603527,31697.12,311265.72
4250,多伦科技,563332.24,70593.01,603528,70593.01,563332.24
4251,爱玛科技,3570089.4,84276.68,603529,86171.6,3491582.86
4252,神马电力,1073742.1,42746.48,603530,43226.33,1061822.5
4253,掌阅科技,928705.7,43889.68,603533,43889.68,928705.7
4254,嘉诚国际,454201.59,47768.93,603535,51091.29,424665.79
4255,惠发食品,226049.49,24053.23,603536,24464.23,222251.81
4256,美诺华,304959.66,21331.48,603538,21860.91,297574.11
4257,奥普科技,415245.15,38987.86,603551,39026.8,414830.88
4258,ST贵人,105290.86,157150.54,603555,157150.54,105290.86
4259,海兴电力,1313399.52,48626.42,603556,48626.42,1313399.52
4260,ST起步,172692.02,62343.69,603557,62343.69,172692.02
4261,XD健盛集,307269.34,35318.31,603558,35318.31,307269.34
4262,*ST通脉,321021.58,40127.7,603559,40127.7,321021.58
4263,中谷物流,2003460.2,210006.31,603565,210006.31,2003460.2
4264,普莱柯,466838.01,34606.23,603566,34606.23,466838.01
4265,珍宝岛,1055959.76,93954.05,603567,94114.06,1054164.47
4266,伟明环保,3324063.83,169839.01,603568,170464.81,3311860.73
4267,长久物流,467114.61,60350.73,603569,60350.73,467114.61
4268,汇金通,275041.81,33913.91,603577,33913.91,275041.81
4269,三星新材,264764.12,18035.7,603578,18035.7,264764.12
4270,荣泰健康,436395.56,17739.66,603579,17739.66,436395.56
4271,*ST艾艾,181113.06,13067.32,603580,13067.32,181113.06
4272,捷昌驱动,1569871.14,38224.7,603583,38345.66,1564919.03
4273,苏利股份,279641.01,18000.34,603585,18385.34,273785.16
4274,金麒麟,331133.15,19605.28,603586,19605.28,331133.15
4275,地素时尚,577360.33,47409.28,603587,47676.33,574126.37
4276,高能环境,843871.89,152323.45,603588,152323.45,843871.89
4277,口子窖,2185200.0,59811.95,603589,60000.0,2178351.12
4278,康辰药业,476316.51,15723.75,603590,15935.65,469982.82
4279,东尼电子,389573.34,23244.23,603595,23244.23,389573.34
4280,伯特利,3518975.78,60629.73,603596,60651.08,3517737.05
4281,引力传媒,440010.69,26786.29,603598,26846.29,439027.29
4282,广信股份,997655.2,91026.93,603599,91026.93,997655.2
4283,永艺股份,334856.51,30081.8,603600,33121.32,304127.03
4284,再升科技,363707.96,102165.16,603601,102165.16,363707.96
4285,纵横通信,359002.83,22924.83,603602,22924.83,359002.83
4286,退市博天,37771.34,81754.27,603603,96849.58,31884.17
4287,珀莱雅,3822600.75,39540.51,603605,39624.76,3814472.96
4288,东方电缆,3596063.66,68771.54,603606,68771.54,3596063.66
4289,京华激光,340610.05,17851.68,603607,17851.68,340610.05
4290,天创时尚,196007.11,41971.54,603608,41971.54,196007.11
4291,禾丰股份,776518.67,91247.79,603609,91247.79,776518.67
4292,麒盛科技,539167.83,35848.93,603610,35848.93,539167.83
4293,诺力股份,483774.29,25760.08,603611,25760.08,483774.29
4294,索通发展,843788.95,49810.45,603612,49810.45,843788.95
4295,国联股份,1694704.94,72053.78,603613,72053.78,1694704.94
4296,茶花股份,504678.34,24182.0,603615,24182.0,504678.34
4297,韩建河山,147526.89,38136.8,603616,39131.8,143775.74
4298,君禾股份,281529.83,38008.13,603617,39047.13,274038.64
4299,杭电股份,441097.64,69137.56,603618,69137.56,441097.64
4300,中曼石油,762858.46,46233.85,603619,46233.85,762858.46
4301,科森科技,441129.35,55487.97,603626,55487.97,441129.35
4302,清源股份,325000.6,27216.84,603628,27380.0,323063.89
4303,利通电子,631629.9,25641.2,603629,25993.0,623081.16
4304,拉芳家化,404917.83,22520.46,603630,22520.46,404917.83
4305,徕木股份,346570.38,42681.08,603633,42681.08,346570.38
4306,南威软件,712682.72,58036.05,603636,58036.05,712682.72
4307,镇海股份,247755.94,23868.59,603637,23868.59,247755.94
4308,艾迪精密,1582392.11,83108.83,603638,83108.83,1582392.11
4309,海利尔,449685.5,33987.83,603639,33989.83,449659.04
4310,畅联股份,366761.75,36241.28,603648,36241.28,366761.75
4311,彤程新材,1933478.53,59565.2,603650,59897.1,1922764.66
4312,朗博科技,257050.0,10600.0,603655,10600.0,257050.0
4313,泰禾智能,361066.08,18337.54,603656,18337.54,361066.08
4314,春光科技,336211.14,13519.0,603657,13644.93,333108.28
4315,安图生物,2241127.94,57142.48,603658,57142.48,2241127.94
4316,璞泰来,3684473.1,213639.91,603659,213716.54,3683152.01
4317,苏州科达,367120.29,53243.22,603660,53672.56,364183.64
4318,恒林股份,373394.98,13906.7,603661,13906.7,373394.98
4319,柯力传感,1878950.03,28082.99,603662,28165.94,1873416.05
4320,三祥新材,1031875.17,42281.98,603663,42394.21,1029143.27
4321,康隆达,316181.61,16016.77,603665,16206.13,312487.2
4322,亿嘉和,747909.74,20649.08,603666,20649.08,747909.74
4323,五洲新春,1353994.49,36620.28,603667,36634.05,1353485.44
4324,天马科技,678153.25,50233.57,603668,50233.57,678153.25
4325,灵康药业,357016.15,72124.48,603669,72124.48,357016.15
4326,卫信康,446040.54,43516.15,603676,43516.15,446040.54
4327,奇精机械,431233.34,19260.09,603677,19260.09,431233.34
4328,火炬电子,1784326.0,47556.66,603678,47556.66,1784326.0
4329,华体科技,210993.69,16458.17,603679,16458.17,210993.69
4330,今创集团,735128.2,78371.88,603680,78371.88,735128.2
4331,永冠新材,242162.98,19113.1,603681,19113.1,242162.98
4332,锦和商管,259402.5,47250.0,603682,47250.0,259402.5
4333,晶华新材,342561.57,25879.13,603683,26249.93,337722.63
4334,晨丰科技,213795.06,13520.76,603685,16900.8,171037.58
4335,福龙马,543798.4,41543.04,603686,41543.04,543798.4
4336,大胜达,392722.75,55003.19,603687,55003.19,392722.75
4337,石英股份,1791330.1,54167.83,603688,54167.83,1791330.1
4338,皖天然气,422545.23,48529.87,603689,49019.17,418327.46
4339,至纯科技,986350.4,38296.43,603690,38364.46,984601.09
4340,江苏新能,1076902.86,89147.59,603693,89147.59,1076902.86
4341,安记食品,289060.8,23520.0,603696,23520.0,289060.8
4342,有友食品,494839.76,42769.21,603697,42769.21,494839.76
4343,航天工程,917078.89,53599.0,603698,53599.0,917078.89
4344,纽威股份,2137403.35,75468.99,603699,76857.37,2098792.59
4345,宁水集团,239416.93,20169.92,603700,20169.92,239416.93
4346,德宏股份,452678.81,26136.19,603701,26136.19,452678.81
4347,盛洋科技,448180.69,41498.21,603703,41498.21,448180.69
4348,东方环宇,362289.13,18938.27,603706,18938.27,362289.13
4349,健友股份,1688338.54,161563.5,603707,161563.5,1688338.54
4350,家家悦,686852.41,63833.87,603708,63833.87,686852.41
4351,中源家居,149949.76,12480.0,603709,12590.24,148636.8
4352,香飘飘,540204.01,41268.45,603711,41268.45,540204.01
4353,七一二,1543228.0,77200.0,603712,77200.0,1543228.0
4354,密尔克卫,760289.21,15812.72,603713,15816.29,760117.24
4355,塞力医疗,209545.28,19101.67,603716,19101.67,209545.28
4356,天域生物,210356.02,29014.62,603717,29014.62,210356.02
4357,海利生物,453718.24,64897.97,603718,65566.22,449093.95
4358,良品铺子,473581.0,40100.0,603719,40100.0,473581.0
4359,*ST天择,214500.0,13000.0,603721,13000.0,214500.0
4360,阿科力,380312.28,9570.01,603722,9570.01,380312.28
4361,天安新材,217363.53,28665.77,603725,30485.77,204386.93
4362,朗迪集团,287016.76,18400.12,603726,18565.12,284465.86
4363,博迈科,371306.01,28171.93,603727,28171.93,371306.01
4364,鸣志电器,2687550.12,41888.25,603728,41888.25,2687550.12
4365,龙韵股份,145140.59,9333.8,603729,9333.8,145140.59
4366,岱美股份,1338732.72,165275.64,603730,165275.64,1338732.72
4367,仙鹤股份,1462076.53,70597.61,603733,70597.61,1462076.53
4368,三棵树,2514903.56,52701.25,603737,52701.25,2514903.56
4369,泰晶科技,546609.17,38932.28,603738,38932.28,546609.17
4370,蔚蓝生物,327419.35,25302.89,603739,25302.89,327419.35
4371,日辰股份,266059.71,9861.37,603755,9861.37,266059.71
4372,大元泵业,382212.82,16474.69,603757,16474.69,382212.82
4373,秦安股份,551129.09,43879.7,603758,43879.7,551129.09
4374,海天股份,373563.84,46176.0,603759,46176.0,373563.84
4375,隆鑫通用,2702461.07,205354.18,603766,205354.18,2702461.07
4376,中马传动,480539.25,30863.15,603767,30863.15,480539.25
